content,score
Bagus,4
Bagus,5
Sangat bagus..,5
"Resolusi gambar utk kejernihan masih nunggu beberapa detik, pakai paket pula jadi malas buka🙏🏻 Pindah STB jadinya😁",1
Hay kak aku suka sama aplikasi video ini tapi kalau bisa iklannya tolong dikurangi ya. Aku kasih bintang 4 dulu nanti kalau udah diperbaiki insyaallah aku kasih bintang 5 terimakasih 😁,5
Kok berbayar mau Nonton bola,1
anime barunya ga lengkap,1
Aplikasi nya bagus 😎👍,1
"Kenapa akun pembayaran google pay masih masuk akun yg lama,,,,",1
Iklan engk ngotak banyak kali seharusnya 1-2 kali iklan ini lebih banyak dari pada youtube,1
Udah langganan tp gak bs nonton yg udah di wishlist,1
Error terus_-,1
"Mb, 0,",5
"Apk nya g bisa dibuka, padahal jaringan stabil😄",1
Sudah langganan iklan masih aja ganggu,2
Tolong Motogp siarin. langganan pertahun lo ini,1
Cerita nya kepotong ptong Mulu tidak lengkap banyak iklan,1
kejahilan kecil,1
"Sejauh ini, ini adalah aplikasi untuk menonton film atau series gratis yang sangat bagus.",5
"tolong iklannya di kurangin ,soal terlalu bnyk iklan setiap mau nonton psti ad iklan di akhir flm pun msh ada, klo bisa dlm 1 flm 3 iklan aja dan pas udah mau hbs jgn ad iklanny lgi",3
"Payah berlangganan otomatis tidak bisa diubah, jadi hilang pulsa SCAM.",1
Gila sih bisa ambil uang dari apk dana tanpa sepengetahuan saya dan ga ada notifikasi lagi pas pengambilan nya hebat sih,1
"Tolong lah pake otak, kalau mau lanjut berlangganan konfirmasi dulu pntk, baru juga isi pulsa blm apa apa dah main potong aja apk sial ini , dah lah mahal , make kau cuma buat nntn bola aja , selebih nya ogah",1
Hoki,3
Iklan terlalu sering mana lama lagi kadang g bisa di skip,2
"Aplikasi nya bagus cuman aku kurang suka sama iklan ny,,, terlalu banyak iklan jadi ny ganggu buat nonton.. Terimakasih",5
"Udah dikirim min, ty",5
free inn aja ga siee,5
Ok,5
Apk apaan Terlalu banyak iklan hapus aja dari playstore,1
"buffering mulu, padahal sinyal bagus",3
"Orang orang tolol, mending di download vidionya kalo gamau ada iklan",5
GK ada,1
Vidio emang yg paling okey,5
"Saya tidak pernah langganan vidio, tapi mengapa saldo sopeepay saya selalu terpotong",1
Bagus sih tapi banyak iklan,5
Tiap mau nonton loading lamaa trs bisa lagi ga lama loading sampe gabisa diputar,1
"Tiap mau ganti channel tv selalu ada 2 iklan, sangat mengganggu.",1
Banyak iklan nya,1
Iklan nya,1
Ini,2
"Lumayan untuk sekedar hiburan bagi yang hobi nonton film,drama dan live tv. Sayang koleksi film dan drama masih terbatas... mudah2an bisa di tingkatkan lagi.. Terimakasih",5
"Aplikasi gk Mutu, lemot, banyak iklan.",1
Aplikasi nya bagus buat hiburan,5
Gue nyari inews tv,1
Baik,1
"Ga tau fungsi paket platinum ini apa, udh beli mau nonton tetap saja bayar. Kentod",1
"Parah banget sih, masak pas di buka itu tiba-tiba balik ke layar utama sendiri tanpa di pencet",2
Gara gara @fildan jafi juri da asia 6 download video,5
vidio nya sangat bagus,5
Bagus,5
"Untuk Vidio tolong ya untuk video/film nya yg udh di download itu bisa di tonton offline gitu aja,gw dh download banyak tapi untuk di tonton harus pake data kan percuma di download lebih baik langsung streaming kalo tau gitu",2
"Bayar mahal2 buat streaming tapi error terus Fakyuuuu. Kali ini malah ngak aktif tapi sdah bayar. Woi,paket world cup gimaneee kita mau nonton nih anjeeng. Ini Ketiga kalinya, beli paket vidio di telkomsel. Udah masuk paketnya, pas login di aplikasi vidio ngak bisa dipake.",1
Banyak yang gak bisa di toton harus bayar dulu baru ke tonton udah pake kouta harus bayar lagi 🥱🥱,1
Apk gateli temen tiap ndelok vidio e isi e iklan tok.. pada ne kyok iklan sampo ae tolong kurang i iklan e,1
Kebanyakan iklan b,1
"banyak error, iklan gak ngotak",1
Sangat keren,5
"Semoga tahun depan siaran live timnas dapat disiarkan oleh vidio. Sangat puas, bravo vidio 🫰",5
Bagus bangettt,5
lama memuatnya kualitas nya g keren,2
Aplikasi pelit dak ulh di donwnlot awas,1
bagus sangat seru,5
Tolol vidio dah bayar mahal2 malah lag lag kagak jelas buffering mulu padahal pake wifi masa iya sinyal kurang kenceng.. ini dari vidionya kagak becus bikin apk.. bayar elit sinyal sulit.. nying,1
"nyesel berlangganan, nonton bola buffering terus... mana berlangganan yg 3 bln",1
"Mahal banget cuman pengen nonton bola doang sgtu, kasih paket lain lah buat khusus bola. Rcti aja gratis",1
Aplikasinya sering tdk bisa memuat atau memutar video+sering muncul iklan tanpa batas,3
Mau nonton aja musti Bayar dan berlangganan.. beuhhh,1
Bagus,5
"Film terus muter terus, tolong diperbaiki. Sangat mengganggu",1
Masa kalah sama rcti !!! Nonton siaran langsung Bola liga 1 juga harus bayar ...🤕🤕 Sy uninstal aja lah...males...,1
"Kalo bisa, kalo udah berlangganan tolong dong ilangin iklannya.. saya sudah beli platinum iklan masih ada aja..",1
Langganan teroooss,1
Banyak poll iklane,3
Saya sarankan supaya bisa nonton via vr akan lebih mantap,4
"harus langganan dulu , gak kayak rcti+😭",1
🤗🤗👍👍👍👍👍,4
TERLALU BANYAK IKLANNYA TERGANGGU BISNIS SAYA😭😭😭 BIKIN PUSING TERRGANGGU SAMASEKALI 🙏🙏🙏🙏😭😭😭😭🙏,5
Tiap hari apdet terus apknya,2
Wah pulsa saya habis kesedot padahal sdah gk mau langganan lagi mana velum konfirmasi dulu lagi,1
Apknya baguss bngtt jadi bisa nonton pakar aku di sctv and rcti hahahaha baguuss dehhh,5
Iklannya kebanyakan,2
n u vZdx tv di. bidang ku coba. . E tee tr e.,1
Parah kebanyakan iklan dan hampir erorr hp gua gara gara mode Picture-in Pictures.... Banyak iklanya kurangin lahhhhhhhhhhhhhhhhh gak nyaman banget........,1
Kenapa video hasil download tidak bisa dihapus,1
Tolong y iklan ny di kurangin,1
"Apk nya bagus bangett,,cocok kalau Tv di rumah lagi rusak,bisa menonton di apk ini....",5
Aplikasi yang sangat baik,5
Mantap,5
Mantap apl,4
"ADA SUAMI SAYA DI SANA NANTI MALAM SEDANG BERMAIN BOLA, SUAMIKU BERNAMA JARED ALEXANDER REYES PENA ATAU BISA JUGA DI PANGGIL JAX .",5
"Kadang lemot,",3
Nice,5
Mantap,4
Tolong lah masak berlaganan main ambil uang d dana tidak menyetujui pemiliknya dlu bkin emosi adj.,2
Download apk ini cuma buat liat jax maen bola,5
Tidak ada Tv RCTI ga,4
Jelek bgt aplikasinya masa aku udah download 3 drakor malamnya dan besok paginya tiba tiba akun ke log out sendiri dan semua downloadan ku ke hapus ga ada satu pun yg ke sisa. Ngerasa di rugiin bgt ngabisin kouta 10gb buat nonton eh malah ke hapus sama nih apk jelek. Dapet Bintang satu aja syukur harusnya ga dapet bintang sama sekali.,1
"Bagus,Sangat Membantu",4
"Aplikasinya bagus untuk nonton, cuman sering update an sih",5
Suka nonton upin dan ipin,5
"Kok ini pembohongan publik ya! Saya udh download banyak2 tiba2 download annya hilang sendiri pas saya cek! duh, ga bagus bgt ni aplikasi!",1
"Gk bisa login, padahal sinyal bagus",3
Makin kesini kok malah jadi lemot ?,3
Bagussssssssss bangetttt aplk nyaaaaaaa,5
"tolong dong iklannya gak ngotak banget, masa nnton 5 menit iklannya puluhan gak masuk akal , mana suka kembali ke awal , parah sih🤦‍♀️ buang kuota cuma cuma doang",1
"Please fix it again, don't have too many ads, I like this apk, hopefully it will be even better in the future",3
"Kenapa yah gak bisa di donlowad padahal udah pk wifi,sama di bantuin data,tp tetep gak bisa",1
"vidio tolong besok"" adain fitur kecepatan pemutaran",4
Setelah saya tinjau comentar bnyak yg merasa kecewa dgn iklan dll GX jadi download jelek,1
Aplikasinya bagus,4
S dj diancam karena dia akan ada,1
Om?? 11? X😉,4
"Terlalu banyak iklan yang ga penting, sampah",1
Terimakasih,5
"Bagus g,w coba dulu y...",4
Bagus sih TPI harus berlangganan dulu,4
Aplikasi ini bagus,5
Ok,5
Saya kasi bintang 4 aplikasinya belum di buka,4
Gak ada rcti,2
Baru di coba,2
Udeh bayak iklan pedahal make wife tapi ngelek gx jelas huhh apk kadal,1
RCTI tidak bisa dilihat gimana sih pas petandingan malah mengecewakan,5
Sangat bagus aplikasinxa..puas di pakai🖤,5
Bagus,5
"Sudah bagus cuman iklan nya tolong di kurangin, setiap menit iklan terus",2
Saya akan mencoba untuk menieima senú,5
တမမတယဘဏထရဢ,5
bagus,5
Bagus dh,5
"Sinyal padahal bagus, buka YouTube bagus buka ig bagus tapi kenapa buka aplikasi Vidio lag",1
complete entertainment.,5
Iklannya gk ngotak bjir,1
Mau nonton timnas di persulit harus bayar cuaksss,1
zc🦁🔈🐱,4
f4fr🎆🎞🎏🎏🇧🇪🇦🇫,5
Ini gimana ya berlangganan vidio .. pdhl sy beli paket data simpati sudah berlangganan gratiss dri paket data tersebut tapi stlh install vidio malah tidak berlangganan .. jd hrs gimana ya ..,1
"Aplikasi sudah bagus namun satu ada kekurangan nya setelah di update channel RTV malah ilang, namun untuk di website nya channel RTV masih ada itu aja.",4
🏴󠁧󠁢󠁷󠁬󠁳󠁿🏴󠁧󠁢󠁳󠁣󠁴󠁿🏴󠁧󠁢󠁥󠁮󠁧󠁿🇿🇼🇿🇼🇿🇲,5
Kenapa banyak ikpannya y mana durasi iklannya panjang lagi,4
P0kqr di ooetOq at,1
Cukup bagus,5
Saya kasih bintang 4mohon film anime nya di perbanyak dan film Tokusatsu dan juga film Ultraman dan juga film movie,4
Terimakasih banyak Vidio aku telah memberi kamu itu 5 bintang cukup sekian terimakasih......,5
Like,5
Jangan pernah didownload.,1
"JELEK, LEMOT, SERING BUFFRING PDHL KUOTA TELKOM LANCAR",1
Membantu saya melihat siaran atau acara yg tak sempat ditonton,4
"Saya aktifkan Aplikasi vidio di Hp, dan ingin nonton juga di TV via indihome, bagaimana menyambungkannya Min ?? Terimakasih",5
Aplikasi apaan nih burik bngt,4
"tolong kasih pengaturan utk mutar film kecepatan 1,5 dan x2",4
Aku suka banget aplikasinya krn bisa nonton bola 🤣🥰😄,5
Sinyal bagus,5
Kebanyakan iklan..loading juga lama bangat...,1
Bagus skali aplikasinya,5
Video nya sering GK mutar..,2
Aplikasi in sangat bagus cuyy,5
Sangat bagus,5
Sangat senang sekali Putar,5
Saya menyukai aplikasinya tapi saya tidak bisa bayar langganan,5
Bagus sih tapi biasa,4
Bagusss aplikasinya,5
Bagus,5
Mantap,5
Maaf sebelumnya kenapa saya sudah dftr paket premium tapi tiba2 tidak bisa dipakai pdhl saya sudah bayar,3
AMAZINGGG!!!!! 👌🏻😖,5
Oke coy👍👍👍👍👍😎😎😎😎😎😎😎😎😻😻😻😻,5
Anjassss,5
Pleas lebih banyakin drama Korea nya 🥺,5
Apk ini mendebet via gopay pdhl sdh berlangganan dgn metode byr yg lain,2
"Bagus banget sih ini kualitasnya poko nya yg blm dowloand nyesel dehh, tapi ya banyak bangt iklan nya tpi tetap bagus kokkk 🎀✨",5
mantap sekarang,5
Aplikasi haram banyak iklan gak jelas developer mati aj tu gak guna banyak iklan,1
Oke News,5
Kalow lgih orang kesusahan kalw mapu pengen Bantu,5
Aplikasinya keren yahh,5
sport,5
Gigih Bg nb. H,3
Iklannya banyak sekali 🥲🥲🥲,4
Bagus tapi kbannyakkan iklannya mnding klo cepet ini lama 25detik trus 2 lgi iklannya,3
Oke,4
Saya kasih bintang lima karna bagus dan jernih banget😍tapi pemakaian kuota nya jangan terlalu banyak saya susah nonton eps 1 aja harus 2 hari baru kelar soalnya saya user data terimakasih semoga pemakaian kuota nya di kurangi🙏🤗,5
Di tambah lagi film² Terbarunya,5
Memuaskan,5
Sangat sempurna,5
"Apk Buruk, Kebanyakan Iklan,Gk Berguna",1
Lupa membatalkan langganan uangku kenapa disedot,1
RIANA,5
"Iklannya 100 kali lebih banyak dari Youtube, ditambah durasi iklannya sangat Panjang.",1
Sanget bagus,5
Tidak ada film film baru msih yang lama semua,3
VIDO SPOTAS.INIBISA MENJADI DISPRITASIKAN .SEBABNYA DI GUNAKAN.SEMUA SELURUH PENGHASILAN.YANG MUTLAK DENGAN BERLIMPAH HANDA.BISAH.DI MASUKAN TERMASUK EKSPOR IMPOR.DAR DALAM NEGRI KE LUAR NEGRI LAIN.DSBNYA.ATAUDLLNYA .YANG PERTINGKE MAJUAN DENGAN KESUKSESAN.AMIIN.RIMAH KASIH.DARI SUHARSO WIBOWO.PEMALANG INDONESIA.🎄🕋🎎🎋🎖🎶🎵🍓🍒🍇🍉,5
Ok,5
"Bagus aplikasinya cuma iklane kui lho,diskip tidak bisa harus habis nontonnya.bikin cepet habis kuota cm buat nonton iklan",2
Asli bagus banget semenjak ga punya tv sering nonton di sini berasa lagi nonton tv ❤️❤️❤️❤️,5
bagus,5
Kalo nonton disini full movie gak ada part partan,4
Ok,5
Sangat bagus.👍👍👌,5
Udah bisa yeee,5
"SUBTITLE NYA SUDAH UKURAN LARGE,TAPI MASIH TERLALU KECIL...TOLONG MAKSIMALKAN APK NYA...",2
"Bagus, tapi kurang .",3
"Banyak flik yg tidak tersedia di aplikasi ini, padahal sudah pake paket",2
Biaya perbulanya mahal Trus penukaran riwednya lama prosesnya,3
open bo tu apaan ya kalo yg ngerti kasih tau,5
padu doll👍👍👍👍,5
Bagus bisa nonton SCTV,5
"Aplikasinya bagus,tapi sayang banyak iklanya....",5
Vidio nya sudah bagus dan lengkap semangat terus,5
Sangat bagus👍👍👍,5
"Assalamualaikum, nnton nya ke ulang sndri mulu dr awal klo ga di perbaiki aku pindah apk sebelah pdhl udh seru nontonnya🙏",3
Seru lengkap vilim nya,5
Gak jelas sumpah iklannya,1
Aplikasi yang Sangat bagus,5
"Aplikasi taik,udah di uninstall tetep ae saldo kepotong otomatis. Aplikasi maling",1
"Saya hampir selalu Berlangganan vidio ,karna buat nonton serie A ,liga inggris,dan laliga, kualitas gambar udah bagus , cuman yang bikin kesel DELAY nya luar biasa hampir 1 menitan dari Livescore ,",1
Tidak memuaskan,3
"Ini aplikasi apasih tiap di bukak ""VIDIO BERHENTI""Tolong diperbaikiya jangan menipu org...😡😡😡",1
"Masa harus bayar sih gratis dong,aku pernah udah bayar paketnya ga dateng",1
Keren,5
Keren dah pokoknya,5
Ga jelas aplikasi nya buang2 kuota aja Download,1
"Kalo nonton apapun sinyalnya hrs sangat kuat kalau tidak, sering burem atau patah patah. Terus film jadul semua, cuma satu yg menang live sport cuma sayang serba berbayar lagi.",2
Aplikasinya sangat mantap bisa nonton TV bareng' teman teman 👍🏻👍🏻🟠 SCTV dllnya mantap,5
"Baru download lgsg uninstall Gila iklan nya panjang"" dan sering !! Abis waktu nontonin iklan !!!!!!!!!",1
Mantap,5
Saya udh beli paket dari axis net plus dapat bonus video platinum mobile 30 hari sms nya udh aktif tapi kok di video dotcom nya gk ada kok gk bisa nnton itu knpa iyaa?,1
Apliksi terbaik,5
Suka sekali saya SM aplikasi ini aplikasi video pokoknya terbagus,5
Kapan ada film baru lagi akun q udah premium lah,1
Okelah,4
Sebaik nya semua siarannya di kembalikan lagi,2
Saat mulai live motogp. Aplikasinya tidak bisa terbuka. Mengecewakan,1
"Knpa aplikasi ini di hp saya tidak bisa di gunakan,,tolong bantuan nya",3
Ngebug suara nya lanjut terus tp gambar berhenti,1
Bisa kn nonton gp,5
Emang bagus apk inh tapikebanyakan iklan nya tolong iklan nya 2 atau 1 ajah biar nonton nggak ke ganggu ya maaf ajah Kao omongan saya ada yang salah alah tolong di maaf kan ya sanga,3
Live tidak sesuai dengan TV dan iklan tolong di hapus aja mengganggu para penonton video!,3
Saya sangat suka dengan video,5
Bagus,5
Aplikasi sebagus ini koq banyak banget keluhannya.,5
"Kok indosiar ga bisa di siarkan ya ?, soalnya saya mau nonton live magic 5 tidak bisa kenapa ya ?, tolong di perbaiki",2
MantapP,5
"Dapet bonus premier 30 hari dri xl, danudah aktif. Sore udah gbisa",1
Iklannya ngotak dikit lah mony3t,1
MOTOGP TAYANG GAK DISINI ?,5
Ga tau,2
Hadehhhh,1
Bagus,4
Bagus,4
Wwwa#2222 wa wa www with aw see wwAwe www download tema 2,1
MENGECEWAKAN tdk bisa connect ke tv pakai STB juga gabisa tdk ada fitur,1
Aplikasi yang tidak,5
Udahhh bayar masihh aja gak bisa,1
Terimakasih,5
Manchester city menang 🏆,5
Sudah berlangganan tapi kok vidio sering banget buffering tau tau kmbli k awal mlu sring bnget buffering,3
Kuota ada tapi kenapa ngelag gabisa sama sekali apknya tolong dong min,3
Kerennn,5
pelit anj,1
Apk nya bagus💩💩💩💩💩💩💩💩💩💩💩💩💩,5
"Kebanyakan iklan, bikin error hape gua.. T*i",1
Sya kasih bintg 4 dulu yh karna saya baru coba oke itu sja mksih,4
"Mengecewakann sekalii !! Jangan install aplikasi ini.. penipu !! Saya sdh berlangganan lama di aplikasi ini, tpi baru kali ini kecewa beratt !! giliran final liga champions saya ga dpt akses buat nonton !! Padahal baru perpanjang paket platinum pas sebelum semifinal liga champion ( 2minggu sebelum final ) !!",1
Gratis iklan terus tokai lah...dikit iklan dikit iklan geli gua..sekarang gua kalo dapet gratis video najis amit2 gak gua ambil gila sama kuota nya amit2...ydah lemot makan kuota nyesel,2
"Aplikasinnya bgus bgtt😭❤❤, jernihwalupun kdang"" G stabil tpi oke bgtt❤❤",5
Kalau bisa film basket shohoku dong..biar makin bagus tayangan anime ny..,5
Sangat bagus,1
"BINTANG SATU, UDAH DAFTAR VIA TELKOMSEL APP, ADA SMS NOTICE, TAPI DI APLIKASI MASIH TIDAK AKTIF. PARAHHH INI PARAH!!!",1
Aplikasi nya sangat bagus,5
Saya sudah membayarkan paket platinum dengan bca virtual account tapi di aplikasi vidio tidak mempunyai paket dan gak bisa nonton tayangan final liga champions 2023..sudah mengirimkan bukti transfer di email tapi gak ada tindakan selanjutnya..tolong info dong mau refund uang aja kembalikan uang yang saya sudah bayarkan dan dsini di aplikasi jelas masih terlihat belum memiliki paket.padahal udh membayarkan secara lunas loh saya.makasih,1
City settingan kan dibayar,1
"Aplikasi SAMPAAAHHH!!!!! Sudah ambil paket,tapi tidak aktif juga. Terpaksa saya beli lagi.tapi masih sama. Karna saya mau nonton bola. Dan 2 jam setelah itu pkt baru aktif. Bola nya sudah habis BROOOO!!!! Makan lah yg BUKAN HAK KAU TU!!! Untuk TELKOMSEL,jgn lagi ada promo aplikasi SAMPAH ini. KEMBALIKAN UANG DAN PULSA KU Oiii...!!!!!!",1
Scamm,1
"SANGAT KECEWA..sudah beli paket platinum, tapi masih di bilang tidak punya paket langganan",1
Aplikasi tolol g bisa live liga champion bnyak cakab aplikasi g guna lebi baik lu jngan ngunduh,1
Gk enak nonton Resolusi nya gk bisa di atur,2
LuarBiasa,5
Busuk,1
"gw mau liat final camp malah suruh premium, SCTV DI KASIH LIAT KOMENTATOR ?? GILA KALI LU",1
Bau taikkk,1
"Tulisan nya nonton gratis pas udah donlod disuruh beli paket, f",1
No koment,1
"Boong banget paketannya, ngaktifin paketan U-20 eropa, bisa nonton final UCL tp ternyata tetep gk bisa",1
"Anjirr lah, beli paket premium lewat telkomsel, ehh di aplikasi disuruh langganan premium lagi",1
Mending RCTI+,1
Apk ccd,1
"Dowlod apk ini mau liat flm Wiro sableng ep 1 sampe tamat eh ga ada,flm di Vidio ini sih bagus hd",3
Aplikasi tipu² udah beli paket buat nonton UCL malah kagak bisa!!!!,1
Bapuk,1
"Udah lebih dari 1 jam paket ga masuk masuk, padahal di app mytelkomsel udah berhasil paketnya udah masuk 😑😑 niat nonton final ucl dipersulit 😑",1
Ini baru mantap,5
"Kalo ada live bola, gak bisa nonton dihp, bisanya ditelevisi. Maruk....pengen duit doang, padahal kita nonton lwt hp juga pake kuota, masih harus berlangganan.",1
Saya salah satu langganan berbayar saya kasih bintang 4 karena ada yg paling penting untuk di tingkatkan. Filemnya tolong di perbanyak 😑. Lama lama bisa bosan juga kalau lebih banyak filem lama daripada movie terbaru. Ayolah kalian pasti bisa lebih update movie terbarunya. Dan untuk positifnya tidak ada iklan dan gambar jernih tidak ada gangguan teknis yg lain karena saya bayar bukan geratisan.,4
"berbayar ya guys,gak ada yang gratis. saran ana sih mending pindah ke aplikasi sebelah (genflik) minimal ada mivie yang gratis,gak kaya app ini yang apa2 harus bayar",1
Mantap banget cuma satu kendala iklan nya terlalu banyak saat melihat vidio,5
ok,5
Saya suka sekali aplikasi nonton bola,5
"Kenapa tulisan terjemahan bahasa Indonesia nya kecil sekali kalo di tv smartphone,",3
"Harusnya paket berlangganan bisa di semua perangkat, kenapa paket di hp tidak bisa di gunakan di tv, ribet banget😒😒😒",1
sering bufering sekarang,1
Kak tolong di bantu sy sudah beli paket vidio melalui dana transaksi berhasil tapi paket saya blom bisa di gunakan . Otomatis uang sy hilang. Tolong di cekin akun saya zetwanpro,5
Paket premiere platinum tiba tiba hilang kenapa ya,1
Keren.....,5
Bagus bgtttt,5
Aplikasi ga jelas,2
Bagussss,5
"Aplikasi,, yang menarik",2
"Pengen nonton live motogp susah amat, ga ada apk yang bisa live motogp",1
aplikasi butut...mau nonton live aja di alihkan terus tran 7,1
Baik,5
Aplikasi nya jelek.. harus beli paket platinum dulu baru bisa nonton,2
👍,5
Kenapa paket platinum yg sata beli di mytelkkmsel tidak bisa masuk ke aplikasi vidio padahal sudah saya tautkan ke nomor yg ada di my telkomsel,1
Tolong di perbaiki kebanyakan iklan siap menit iklan Mulu tolong di perbaiki,4
Buruk,1
Saya tidak bisa mononton di app Vidio tulisan nya terbatas tolong di perbaiki saya sudah menjadi langganan,2
Paling bagus aplikali ini,5
Bgus,5
"𝙱𝚒𝚊𝚢𝚊 𝚋𝚎𝚛𝚕𝚊𝚗𝚐𝚐𝚊𝚗𝚊𝚗 𝚗𝚢𝚊 𝚙𝚊𝚔𝚎 𝚍𝚞𝚒𝚝 𝚕𝚘𝚑 𝚋𝚞𝚔𝚊𝚗 𝚙𝚊𝚔𝚎 𝚋𝚙𝚓𝚜,𝚝𝚊𝚙𝚒 𝚔𝚘𝚔 𝚝𝚎𝚛𝚕𝚊𝚕𝚞 𝚜𝚎𝚛𝚒𝚗𝚐 𝚊𝚍𝚊 𝚔𝚎𝚗𝚍𝚊𝚕𝚊,𝚝𝚘𝚕𝚘𝚗𝚐 𝚍𝚒𝚙𝚎𝚛𝚋𝚊𝚒𝚔𝚒 𝚕𝚊𝚐𝚒",1
SANGAT BURUK. SUDAH PLATINUM BAYAR MAHAL TAPI TIDAK ALASANNYA BELUM PREMIER PADAHAL SUDAH BAYAR. INI PENIPUAN,1
"INI SAYA SUDAH BERLANGGANAN 1 BULAN,KOK GK BISA DI PAKE,MALAH DI SURUH BELI LAGI GAK JELASSSSS,TOLONG DI BACA INI MIN,SAYA RUGI KALO KAYAK GINI",1
Di siarkan d tv lokal tp di sini berbayar,1
Knpa tak bisa nonton chandargupta,1
bagus,5
"Udh berlangganan video premium tetep aja balik ke awal, mana pulsa udh abis 100 ribu lg, tolong perbaiki dong!!! Kalo gabisa juga tolong balikin uang saya.",3
Sesuai keinginan saya yg jomblo,5
"Klo mau nonton harus bayar/ atau berlangganna, hapus aja apk ini",1
"Video yang diunduh malah pada hilang gimana sih,, udh cape2 download dan ngabisin kuota malah pada hilang..",1
Ariwl,5
Gambarnya jernih pilihan y banyak tapi iklan y ganggu banget,3
loading lama bgetee,2
"Aplikasinya lumayan siii..tapi pilihan filmnya kurang menarik. Langganan demi EPL doang, terlalu mahal 87rb sebulan 😅 ga bisa dipisah aja gt EPL nya? 😅",5
Aplikasi vidio ini sangat bagus banget,1
Tolong dikurangi penggunaan data nya kak🙏,4
"Apan nih, sudah langganan masih aja selalu muncul notif d menu awal untuk up paket langanannya..mengangu",1
"Dari kemaren saya nonton kok kebanyakan loading,ini yg error hp saya, sinyal apa aplikasinya, tolongg😭😭 tapi kalo kendala sinyal buat buka apl streaming lain lancar2 aja",4
Iklanya ngga ngotak baru 5 detik langsung iklan,1
Bagus sekali,5
As'ari,5
Sudah di upgreat malah tambah parah,2
Bgus,5
Ga seru,1
🥰🥰🥰,5
Telalu banyak iklan,1
👍👍👍👍👍,5
Yandex,3
Kerenn... Klo bs ada siaran TV luar negeri,5
Iklan nya gk ush 1 jam lama bet,1
"Astaga, Vidio kenapa banyak iklan sih? Iklan lagi, iklan lagi. Tolong lah",2
"Aplikasi vidio bisa dibuka dari bonusan Axisnet,wow keren...!by;Kusin tahu ponk di Gedangan Sgw.IM.",5
"Sebelum di update lanjay² aja,eh pas di update napa jadi ngelag brutall si,jdi gak fokus nntnnya juga",1
Film lengkap tapi knp ya ggs pas mulai eps 130 ke atas itu eps ngaco dan ga nyambung mohon di atur kembali ya eps nya terima kasih 🙏🙏,3
Good,5
Sumpah ini aplikasi bikin emosi.Iklannya maksa. Sudah di skip muncul trs.👎👎,1
Kenapa sih sering tiba-tiba keluar sendiri dr akun😭,3
Bintang dua dulu lah..denger2 iklannya gk ngotak banyaknya..gk enak tinggal uninstal:),2
👍,5
Kenapa tidak bisa di buka skrg?,3
NONTON IKLAN 😂 MENDING NETFLIK,1
Nice,5
Tiba2 ditengah pemutaran video error n balik lagi ke awal,1
Udah log in dan langganan eh buka anime di keterangan KONTEN INI TIDAK TERSEDIA DI NEGARAMU,2
GK ada,5
Iklannya kacau,1
Bodoh Kualitasnya jelek semua,1
Mantap👍 walaupun suka ngelag tapi saya kasih bintang 5 karna aplikasi nya bagus,5
Nonton bleach nge lag nya bukan main. Pause bentar malah jumping ke menit sekian.,1
Copa semuanya free makin seru deh 5 bintang,4
Kok kayak ginian sih,1
Iklan aj9 banyak amat setiap 5 menit muncul terus. Gue kasih 🌟 1,1
Kenapa saya tidak bisa nonton di tv untuk scan barvode ya ka .? Mohon infonuq,5
Gak ngerti kenapa......Baru coba buka... Lamaaaaaaaaabanged... Jadi males... Biasanya pakai aplikasi if****.. Langsung jos. Tumben pakai ini...,1
"Setelah update kok makin gak nyaman nonton,gambar videonya berantakan 1080 p kok kyak 360 p 🤔🤔🤔🤑🤑🤑 & kalau bisa film di tambahkan lebih banyak lagi",5
Apa udah gak bisa isi ulang paket lewat toko pedia kyak dulu,3
Buat platform sepert RCTI + jadi bisa nonton ulang siaran seperti sinet ftv,5
Dapet gratisan ya,5
Lumayan bagus vidio ini kerana cukup membantu lihat sepak bola di vidio ini kapanpun kita mau dan di manapun kita mau,4
tolong diperbaiki kk saat saya nnton bberapa eps sinetron delay jdi sngt mnganggu,1
Aku suka sama aplikasi nya tapi aku mohon supaya iklan nya di kurangi lagi Semoga bisa ya🙏🙏,3
Aplikasi nya bagus banget ❤❤,5
Nonton film berasa nonton iklan.,1
Bgs..,5
Bad not true,5
Aplikasi vidio enaknya nonton film magic 5,5
Mantap,5
"Mau nonton aja lag gimana mau nonton bola, bayar mahal2 hanya buat lag",1
NamaNURAINI Beni,5
"Berlangganan tanpa konfirmasi lagi, tiba2 potong saldo DANA. Sangat tidak nyaman.",1
bagus dan lngkap,5
Kualitas vidionya mantapp,5
"Nyesel gw udah download, gak ada RCTI nya haha",1
"Uang saya terbayar dengan sendirinya untuk paket platinum kok bisa? Padahal ga beli paket tiba tiba ada riwayat sama saldo uang Shopee Pay tersedot sama vidio, gajelas ini",1
"bisa2nya harga paket nya masih 87rb.sementara EPL libur selama 2 bulan. penipuan g sih.? Harusnya paket diamond ( SPORT,EPL.MOVIE) tidak ada selama 2 bulan ke depan. .",1
"Aplikasi bagus,bisa nonton drama di SCTV",5
"sbenarnya ini udh bagus aplikasinya cmn saran aj iklan nya di kurangin msa ini iklan nya 10x, itu iklan yg baru masuk channel TV btw",4
Bagusss banget aku jadi bisa nonton megic5 tampa di ganggu,5
Kkkkkkkkkkkkøa,3
"Baru on , kalau bagus saya kasi 5 bintang",4
